"part","simulation","carcass","n_zeros"
"ham",2,31,0
"ham",2,32,0
"ham",2,33,0
"ham",2,34,0
"ham",2,35,0
"ham",2,36,0
"ham",2,37,0
"ham",2,38,95
"ham",2,39,105
"ham",2,40,0
"ham",2,41,0
"ham",2,42,78
"ham",2,43,0
"ham",2,44,0
"ham",2,45,0
"ham",2,46,0
"ham",2,47,0
"ham",2,48,0
"ham",2,49,0
"ham",2,50,0
"ham",3,1,0
"ham",3,2,0
"ham",3,3,0
"ham",3,4,0
"ham",3,5,0
"ham",3,6,0
"ham",3,7,0
"ham",3,8,66
"ham",3,9,0
"ham",3,10,0
"ham",3,11,0
"ham",3,12,0
"ham",3,13,0
"ham",3,14,0
"ham",3,15,0
"ham",3,16,0
"ham",3,17,0
"ham",3,18,27
"ham",3,19,0
"ham",3,20,17
"ham",3,21,0
"ham",3,22,6
"ham",3,23,0
"ham",3,24,10
"ham",3,25,0
"ham",3,26,0
"ham",3,27,0
"ham",3,28,0
"ham",3,29,0
"ham",3,30,0
"ham",3,31,0
"ham",3,32,0
"ham",3,33,34
"ham",3,34,29
"ham",3,35,0
"ham",3,36,0
"ham",3,37,0
"ham",3,38,0
"ham",3,39,0
"ham",3,40,0
"ham",3,41,55
"ham",3,42,0
"ham",3,43,0
"ham",3,44,0
"ham",3,45,0
"ham",3,46,0
"ham",3,47,0
"ham",3,48,0
"ham",3,49,0
"ham",3,50,0
"ham",4,1,2
"ham",4,2,0
"ham",4,3,0
"ham",4,4,0
"ham",4,5,1
"ham",4,6,1
"ham",4,7,0
"ham",4,8,0
"ham",4,9,93
"ham",4,10,0
"ham",4,11,0
"ham",4,12,0
"ham",4,13,0
"ham",4,14,0
"ham",4,15,0
"ham",4,16,0
"ham",4,17,0
"ham",4,18,0
"ham",4,19,0
"ham",4,20,0
"ham",4,21,0
"ham",4,22,0
"ham",4,23,0
"ham",4,24,0
"ham",4,25,0
"ham",4,26,0
"ham",4,27,2
"ham",4,28,0
"ham",4,29,116
"ham",4,30,0
"ham",4,31,0
"ham",4,32,0
"ham",4,33,0
"ham",4,34,0
"ham",4,35,0
"ham",4,36,0
"ham",4,37,0
"ham",4,38,0
"ham",4,39,0
"ham",4,40,111
"ham",4,41,0
"ham",4,42,0
"ham",4,43,0
"ham",4,44,107
"ham",4,45,0
"ham",4,46,0
"ham",4,47,0
"ham",4,48,107
"ham",4,49,116
"ham",4,50,0
"ham",5,1,0
"ham",5,2,1
"ham",5,3,14
"ham",5,4,2
"ham",5,5,3
"ham",5,6,1
"ham",5,7,0
"ham",5,8,11
"ham",5,9,0
"ham",5,10,0
"ham",5,11,1
"ham",5,12,0
"ham",5,13,10
"ham",5,14,3
"ham",5,15,22
"ham",5,16,35
"ham",5,17,1
"ham",5,18,0
"ham",5,19,0
"ham",5,20,0
"ham",5,21,6
"ham",5,22,0
"ham",5,23,16
"ham",5,24,0
"ham",5,25,0
"ham",5,26,0
"ham",5,27,3
"ham",5,28,0
"ham",5,29,0
"ham",5,30,1
"ham",5,31,0
"ham",5,32,4
"ham",5,33,41
"ham",5,34,9
"ham",5,35,1
"ham",5,36,3
"ham",5,37,1
"ham",5,38,36
"ham",5,39,0
"ham",5,40,33
"ham",5,41,2
"ham",5,42,0
"ham",5,43,0
"ham",5,44,23
"ham",5,45,19
"ham",5,46,0
"ham",5,47,2
"ham",5,48,1
"ham",5,49,4
"ham",5,50,1
"ham",6,1,0
"ham",6,2,68
"ham",6,3,0
"ham",6,4,70
"ham",6,5,35
"ham",6,6,0
"ham",6,7,0
"ham",6,8,0
"ham",6,9,0
"ham",6,10,2
"ham",6,11,0
"ham",6,12,0
"ham",6,13,0
"ham",6,14,0
"ham",6,15,0
"ham",6,16,0
"ham",6,17,0
"ham",6,18,11
"ham",6,19,75
"ham",6,20,0
"ham",6,21,0
"ham",6,22,0
"ham",6,23,14
"ham",6,24,85
"ham",6,25,0
"ham",6,26,0
"ham",6,27,0
"ham",6,28,0
"ham",6,29,16
"ham",6,30,0
"ham",6,31,0
"ham",6,32,0
"ham",6,33,0
"ham",6,34,0
"ham",6,35,0
"ham",6,36,0
"ham",6,37,0
"ham",6,38,0
"ham",6,39,0
"ham",6,40,0
"ham",6,41,0
"ham",6,42,0
"ham",6,43,0
"ham",6,44,0
"ham",6,45,0
"ham",6,46,0
"ham",6,47,0
"ham",6,48,4
"ham",6,49,0
"ham",6,50,0
"ham",7,1,0
"ham",7,2,8
"ham",7,3,0
"ham",7,4,6
"ham",7,5,0
"ham",7,6,0
"ham",7,7,12
"ham",7,8,0
"ham",7,9,2
"ham",7,10,0
"ham",7,11,0
"ham",7,12,0
"ham",7,13,0
"ham",7,14,2
"ham",7,15,0
"ham",7,16,0
"ham",7,17,0
"ham",7,18,0
"ham",7,19,3
"ham",7,20,7
"ham",7,21,0
"ham",7,22,0
"ham",7,23,0
"ham",7,24,0
"ham",7,25,2
"ham",7,26,0
"ham",7,27,0
"ham",7,28,0
"ham",7,29,0
"ham",7,30,0
"ham",7,31,0
"ham",7,32,0
"ham",7,33,0
"ham",7,34,0
"ham",7,35,1
"ham",7,36,0
"ham",7,37,4
"ham",7,38,0
"ham",7,39,0
"ham",7,40,0
"ham",7,41,2
"ham",7,42,0
"ham",7,43,0
"ham",7,44,4
"ham",7,45,8
"ham",7,46,0
"ham",7,47,0
"ham",7,48,0
"ham",7,49,0
"ham",7,50,0
"ham",8,1,0
"ham",8,2,0
"ham",8,3,0
"ham",8,4,0
"ham",8,5,0
"ham",8,6,34
"ham",8,7,0
"ham",8,8,0
"ham",8,9,0
"ham",8,10,0
"ham",8,11,0
"ham",8,12,0
"ham",8,13,0
"ham",8,14,0
"ham",8,15,0
"ham",8,16,0
"ham",8,17,0
"ham",8,18,0
"ham",8,19,0
"ham",8,20,0
"ham",8,21,0
"ham",8,22,38
"ham",8,23,0
"ham",8,24,0
"ham",8,25,0
"ham",8,26,0
"ham",8,27,0
"ham",8,28,17
"ham",8,29,0
"ham",8,30,0
"ham",8,31,0
"ham",8,32,0
"ham",8,33,0
"ham",8,34,0
"ham",8,35,0
"ham",8,36,0
"ham",8,37,41
"ham",8,38,0
"ham",8,39,0
"ham",8,40,0
"ham",8,41,0
"ham",8,42,0
"ham",8,43,0
"ham",8,44,0
"ham",8,45,0
"ham",8,46,0
"ham",8,47,0
"ham",8,48,0
"ham",8,49,0
"ham",8,50,0
"ham",9,1,1
"ham",9,2,0
"ham",9,3,0
"ham",9,4,0
"ham",9,5,0
"ham",9,6,0
"ham",9,7,0
"ham",9,8,0
"ham",9,9,0
"ham",9,10,0
"ham",9,11,0
"ham",9,12,0
"ham",9,13,0
"ham",9,14,0
"ham",9,15,0
"ham",9,16,0
"ham",9,17,0
"ham",9,18,0
"ham",9,19,0
"ham",9,20,0
"ham",9,21,0
"ham",9,22,0
"ham",9,23,0
"ham",9,24,0
"ham",9,25,0
"ham",9,26,0
"ham",9,27,0
"ham",9,28,0
"ham",9,29,0
"ham",9,30,0
"ham",9,31,0
"ham",9,32,0
"ham",9,33,0
"ham",9,34,0
"ham",9,35,0
"ham",9,36,0
"ham",9,37,0
"ham",9,38,0
"ham",9,39,0
"ham",9,40,0
"ham",9,41,0
"ham",9,42,0
"ham",9,43,0
"ham",9,44,0
"ham",9,45,0
"ham",9,46,0
"ham",9,47,0
"ham",9,48,0
"ham",9,49,0
"ham",9,50,0
"ham",10,1,0
"ham",10,2,0
"ham",10,3,0
"ham",10,4,3
"ham",10,5,0
"ham",10,6,0
"ham",10,7,0
"ham",10,8,0
"ham",10,9,3
"ham",10,10,5
"ham",10,11,11
"ham",10,12,0
"ham",10,13,3
"ham",10,14,29
"ham",10,15,0
"ham",10,16,0
"ham",10,17,0
"ham",10,18,2
"ham",10,19,0
"ham",10,20,2
"ham",10,21,0
"ham",10,22,0
"ham",10,23,0
"ham",10,24,0
"ham",10,25,5
"ham",10,26,3
"ham",10,27,0
"ham",10,28,0
"ham",10,29,30
"ham",10,30,19
"ham",10,31,31
"ham",10,32,0
"ham",10,33,0
"ham",10,34,3
"ham",10,35,0
"ham",10,36,0
"ham",10,37,0
"ham",10,38,0
"ham",10,39,0
"ham",10,40,0
"ham",10,41,36
"ham",10,42,0
"ham",10,43,24
"ham",10,44,0
"ham",10,45,20
"ham",10,46,0
"ham",10,47,0
"ham",10,48,0
"ham",10,49,22
"ham",10,50,4
"loin",1,1,0
"loin",1,2,1
"loin",1,3,0
"loin",1,4,0
"loin",1,5,0
"loin",1,6,0
"loin",1,7,0
"loin",1,8,0
"loin",1,9,0
"loin",1,10,0
"loin",1,11,1
"loin",1,12,0
"loin",1,13,0
"loin",1,14,0
"loin",1,15,0
"loin",1,16,0
"loin",1,17,0
"loin",1,18,0
"loin",1,19,1
"loin",1,20,0
"loin",1,21,0
"loin",1,22,0
"loin",1,23,0
"loin",1,24,0
"loin",1,25,1
"loin",1,26,0
"loin",1,27,0
"loin",1,28,0
"loin",1,29,0
"loin",1,30,0
"loin",1,31,0
"loin",1,32,0
"loin",1,33,0
"loin",1,34,0
"loin",1,35,0
"loin",1,36,0
"loin",1,37,0
"loin",1,38,0
"loin",1,39,0
"loin",1,40,0
"loin",1,41,2
"loin",1,42,0
"loin",1,43,0
"loin",1,44,0
"loin",1,45,0
"loin",1,46,0
"loin",1,47,0
"loin",1,48,0
"loin",1,49,0
"loin",1,50,0
"loin",2,1,0
"loin",2,2,0
"loin",2,3,0
"loin",2,4,0
"loin",2,5,0
"loin",2,6,1
"loin",2,7,0
"loin",2,8,0
"loin",2,9,0
"loin",2,10,0
"loin",2,11,0
"loin",2,12,0
"loin",2,13,109
"loin",2,14,125
"loin",2,15,0
"loin",2,16,0
"loin",2,17,136
"loin",2,18,0
"loin",2,19,0
"loin",2,20,0
"loin",2,21,0
"loin",2,22,0
"loin",2,23,0
"loin",2,24,0
"loin",2,25,0
"loin",2,26,0
"loin",2,27,0
"loin",2,28,123
"loin",2,29,0
"loin",2,30,0
"loin",2,31,0
"loin",2,32,0
"loin",2,33,0
"loin",2,34,0
"loin",2,35,0
"loin",2,36,0
"loin",2,37,0
"loin",2,38,126
"loin",2,39,134
"loin",2,40,0
"loin",2,41,0
"loin",2,42,113
"loin",2,43,0
"loin",2,44,0
"loin",2,45,0
"loin",2,46,0
"loin",2,47,0
"loin",2,48,0
"loin",2,49,0
"loin",2,50,0
"loin",3,1,0
"loin",3,2,0
"loin",3,3,0
"loin",3,4,0
"loin",3,5,0
"loin",3,6,0
"loin",3,7,0
"loin",3,8,100
"loin",3,9,0
"loin",3,10,0
"loin",3,11,0
"loin",3,12,0
"loin",3,13,1
"loin",3,14,0
"loin",3,15,0
"loin",3,16,0
"loin",3,17,0
"loin",3,18,74
"loin",3,19,0
"loin",3,20,38
"loin",3,21,0
"loin",3,22,32
"loin",3,23,0
"loin",3,24,21
"loin",3,25,0
"loin",3,26,0
"loin",3,27,0
"loin",3,28,0
"loin",3,29,0
"loin",3,30,0
"loin",3,31,0
"loin",3,32,0
"loin",3,33,65
"loin",3,34,50
"loin",3,35,0
"loin",3,36,0
"loin",3,37,0
"loin",3,38,0
"loin",3,39,0
"loin",3,40,0
"loin",3,41,86
"loin",3,42,1
"loin",3,43,0
"loin",3,44,0
"loin",3,45,0
"loin",3,46,0
"loin",3,47,0
"loin",3,48,0
"loin",3,49,0
"loin",3,50,0
"loin",4,1,7
"loin",4,2,0
"loin",4,3,0
"loin",4,4,0
"loin",4,5,1
"loin",4,6,1
"loin",4,7,0
"loin",4,8,0
"loin",4,9,129
"loin",4,10,0
"loin",4,11,0
"loin",4,12,0
"loin",4,13,0
"loin",4,14,0
"loin",4,15,0
"loin",4,16,0
"loin",4,17,0
"loin",4,18,0
"loin",4,19,0
"loin",4,20,0
"loin",4,21,0
"loin",4,22,0
"loin",4,23,0
"loin",4,24,3
"loin",4,25,0
"loin",4,26,1
"loin",4,27,7
"loin",4,28,0
"loin",4,29,143
"loin",4,30,0
"loin",4,31,0
"loin",4,32,0
"loin",4,33,0
"loin",4,34,2
"loin",4,35,0
"loin",4,36,0
"loin",4,37,0
"loin",4,38,0
"loin",4,39,0
"loin",4,40,137
"loin",4,41,0
"loin",4,42,0
"loin",4,43,0
"loin",4,44,132
"loin",4,45,0
"loin",4,46,0
"loin",4,47,0
"loin",4,48,140
"loin",4,49,142
"loin",4,50,0
"loin",5,1,1
"loin",5,2,6
"loin",5,3,45
"loin",5,4,10
"loin",5,5,16
"loin",5,6,4
"loin",5,7,0
"loin",5,8,25
"loin",5,9,2
"loin",5,10,0
"loin",5,11,8
"loin",5,12,0
"loin",5,13,32
"loin",5,14,7
"loin",5,15,52
"loin",5,16,69
"loin",5,17,5
"loin",5,18,0
"loin",5,19,0
"loin",5,20,9
"loin",5,21,21
"loin",5,22,8
"loin",5,23,48
"loin",5,24,0
"loin",5,25,0
"loin",5,26,0
"loin",5,27,6
"loin",5,28,0
"loin",5,29,0
"loin",5,30,9
"loin",5,31,0
"loin",5,32,7
"loin",5,33,74
"loin",5,34,16
"loin",5,35,8
"loin",5,36,17
"loin",5,37,13
"loin",5,38,66
"loin",5,39,0
"loin",5,40,59
"loin",5,41,7
"loin",5,42,0
"loin",5,43,9
"loin",5,44,40
"loin",5,45,39
"loin",5,46,0
"loin",5,47,15
"loin",5,48,6
"loin",5,49,16
"loin",5,50,12
"loin",6,1,0
"loin",6,2,93
"loin",6,3,0
"loin",6,4,100
"loin",6,5,62
"loin",6,6,0
"loin",6,7,0
"loin",6,8,0
"loin",6,9,0
"loin",6,10,17
"loin",6,11,0
"loin",6,12,0
"loin",6,13,1
"loin",6,14,0
"loin",6,15,0
"loin",6,16,1
"loin",6,17,0
"loin",6,18,31
"loin",6,19,115
"loin",6,20,0
"loin",6,21,0
"loin",6,22,0
"loin",6,23,44
"loin",6,24,113
"loin",6,25,0
"loin",6,26,0
"loin",6,27,2
"loin",6,28,0
"loin",6,29,28
"loin",6,30,0
"loin",6,31,2
"loin",6,32,0
"loin",6,33,0
"loin",6,34,0
"loin",6,35,0
"loin",6,36,0
"loin",6,37,0
"loin",6,38,0
"loin",6,39,0
"loin",6,40,0
"loin",6,41,0
"loin",6,42,1
"loin",6,43,0
"loin",6,44,0
"loin",6,45,0
"loin",6,46,0
"loin",6,47,0
"loin",6,48,21
"loin",6,49,1
"loin",6,50,1
"loin",7,1,1
"loin",7,2,21
"loin",7,3,1
"loin",7,4,20
"loin",7,5,0
"loin",7,6,0
"loin",7,7,19
"loin",7,8,0
"loin",7,9,7
"loin",7,10,0
"loin",7,11,0
"loin",7,12,0
"loin",7,13,0
"loin",7,14,14
"loin",7,15,0
"loin",7,16,0
"loin",7,17,0
"loin",7,18,0
"loin",7,19,13
"loin",7,20,12
"loin",7,21,0
"loin",7,22,0
"loin",7,23,0
"loin",7,24,0
"loin",7,25,12
"loin",7,26,0
"loin",7,27,0
"loin",7,28,0
"loin",7,29,0
"loin",7,30,0
"loin",7,31,0
"loin",7,32,0
"loin",7,33,0
"loin",7,34,0
"loin",7,35,18
"loin",7,36,0
"loin",7,37,8
"loin",7,38,0
"loin",7,39,0
"loin",7,40,0
"loin",7,41,13
"loin",7,42,0
"loin",7,43,0
"loin",7,44,20
"loin",7,45,18
"loin",7,46,0
"loin",7,47,0
"loin",7,48,0
"loin",7,49,0
"loin",7,50,0
"loin",8,1,0
"loin",8,2,0
"loin",8,3,0
"loin",8,4,0
"loin",8,5,0
"loin",8,6,49
"loin",8,7,0
"loin",8,8,0
"loin",8,9,0
"loin",8,10,0
"loin",8,11,0
"loin",8,12,0
"loin",8,13,0
"loin",8,14,0
"loin",8,15,0
"loin",8,16,0
"loin",8,17,0
"loin",8,18,0
"loin",8,19,0
"loin",8,20,0
"loin",8,21,0
"loin",8,22,82
"loin",8,23,0
"loin",8,24,0
"loin",8,25,0
"loin",8,26,0
"loin",8,27,0
"loin",8,28,47
"loin",8,29,0
"loin",8,30,1
"loin",8,31,0
"loin",8,32,0
"loin",8,33,0
"loin",8,34,0
"loin",8,35,0
"loin",8,36,0
"loin",8,37,75
"loin",8,38,0
"loin",8,39,0
"loin",8,40,0
"loin",8,41,0
"loin",8,42,1
"loin",8,43,0
"loin",8,44,0
