"part","simulation","carcass","n_zeros"
"shoulder",5,28,0
"shoulder",5,29,0
"shoulder",5,30,0
"shoulder",5,31,0
"shoulder",5,32,0
"shoulder",5,33,7
"shoulder",5,34,0
"shoulder",5,35,0
"shoulder",5,36,0
"shoulder",5,37,0
"shoulder",5,38,4
"shoulder",5,39,0
"shoulder",5,40,3
"shoulder",5,41,0
"shoulder",5,42,0
"shoulder",5,43,0
"shoulder",5,44,3
"shoulder",5,45,1
"shoulder",5,46,0
"shoulder",5,47,0
"shoulder",5,48,0
"shoulder",5,49,0
"shoulder",5,50,0
"shoulder",6,1,0
"shoulder",6,2,10
"shoulder",6,3,0
"shoulder",6,4,10
"shoulder",6,5,4
"shoulder",6,6,0
"shoulder",6,7,0
"shoulder",6,8,0
"shoulder",6,9,0
"shoulder",6,10,2
"shoulder",6,11,0
"shoulder",6,12,0
"shoulder",6,13,0
"shoulder",6,14,0
"shoulder",6,15,0
"shoulder",6,16,0
"shoulder",6,17,0
"shoulder",6,18,1
"shoulder",6,19,17
"shoulder",6,20,0
"shoulder",6,21,0
"shoulder",6,22,0
"shoulder",6,23,0
"shoulder",6,24,18
"shoulder",6,25,0
"shoulder",6,26,0
"shoulder",6,27,0
"shoulder",6,28,0
"shoulder",6,29,0
"shoulder",6,30,0
"shoulder",6,31,0
"shoulder",6,32,0
"shoulder",6,33,0
"shoulder",6,34,0
"shoulder",6,35,0
"shoulder",6,36,0
"shoulder",6,37,0
"shoulder",6,38,0
"shoulder",6,39,0
"shoulder",6,40,0
"shoulder",6,41,0
"shoulder",6,42,0
"shoulder",6,43,0
"shoulder",6,44,0
"shoulder",6,45,0
"shoulder",6,46,0
"shoulder",6,47,0
"shoulder",6,48,0
"shoulder",6,49,0
"shoulder",6,50,0
"shoulder",7,1,0
"shoulder",7,2,0
"shoulder",7,3,0
"shoulder",7,4,0
"shoulder",7,5,0
"shoulder",7,6,0
"shoulder",7,7,1
"shoulder",7,8,0
"shoulder",7,9,0
"shoulder",7,10,0
"shoulder",7,11,0
"shoulder",7,12,0
"shoulder",7,13,0
"shoulder",7,14,0
"shoulder",7,15,0
"shoulder",7,16,0
"shoulder",7,17,0
"shoulder",7,18,0
"shoulder",7,19,0
"shoulder",7,20,0
"shoulder",7,21,0
"shoulder",7,22,0
"shoulder",7,23,0
"shoulder",7,24,0
"shoulder",7,25,1
"shoulder",7,26,0
"shoulder",7,27,0
"shoulder",7,28,0
"shoulder",7,29,0
"shoulder",7,30,0
"shoulder",7,31,0
"shoulder",7,32,0
"shoulder",7,33,0
"shoulder",7,34,0
"shoulder",7,35,0
"shoulder",7,36,0
"shoulder",7,37,0
"shoulder",7,38,0
"shoulder",7,39,0
"shoulder",7,40,0
"shoulder",7,41,0
"shoulder",7,42,0
"shoulder",7,43,0
"shoulder",7,44,0
"shoulder",7,45,0
"shoulder",7,46,0
"shoulder",7,47,0
"shoulder",7,48,0
"shoulder",7,49,0
"shoulder",7,50,0
"shoulder",8,1,0
"shoulder",8,2,0
"shoulder",8,3,0
"shoulder",8,4,0
"shoulder",8,5,0
"shoulder",8,6,3
"shoulder",8,7,0
"shoulder",8,8,0
"shoulder",8,9,0
"shoulder",8,10,0
"shoulder",8,11,0
"shoulder",8,12,0
"shoulder",8,13,0
"shoulder",8,14,0
"shoulder",8,15,0
"shoulder",8,16,0
"shoulder",8,17,0
"shoulder",8,18,0
"shoulder",8,19,0
"shoulder",8,20,0
"shoulder",8,21,0
"shoulder",8,22,5
"shoulder",8,23,0
"shoulder",8,24,0
"shoulder",8,25,0
"shoulder",8,26,0
"shoulder",8,27,0
"shoulder",8,28,3
"shoulder",8,29,0
"shoulder",8,30,0
"shoulder",8,31,0
"shoulder",8,32,0
"shoulder",8,33,0
"shoulder",8,34,0
"shoulder",8,35,0
"shoulder",8,36,0
"shoulder",8,37,8
"shoulder",8,38,0
"shoulder",8,39,0
"shoulder",8,40,0
"shoulder",8,41,0
"shoulder",8,42,0
"shoulder",8,43,0
"shoulder",8,44,0
"shoulder",8,45,0
"shoulder",8,46,0
"shoulder",8,47,0
"shoulder",8,48,0
"shoulder",8,49,0
"shoulder",8,50,0
"shoulder",9,1,0
"shoulder",9,2,0
"shoulder",9,3,0
"shoulder",9,4,0
"shoulder",9,5,0
"shoulder",9,6,0
"shoulder",9,7,0
"shoulder",9,8,0
"shoulder",9,9,0
"shoulder",9,10,0
"shoulder",9,11,0
"shoulder",9,12,0
"shoulder",9,13,0
"shoulder",9,14,0
"shoulder",9,15,0
"shoulder",9,16,0
"shoulder",9,17,0
"shoulder",9,18,0
"shoulder",9,19,0
"shoulder",9,20,0
"shoulder",9,21,0
"shoulder",9,22,0
"shoulder",9,23,0
"shoulder",9,24,0
"shoulder",9,25,0
"shoulder",9,26,0
"shoulder",9,27,0
"shoulder",9,28,0
"shoulder",9,29,0
"shoulder",9,30,0
"shoulder",9,31,0
"shoulder",9,32,0
"shoulder",9,33,0
"shoulder",9,34,0
"shoulder",9,35,0
"shoulder",9,36,0
"shoulder",9,37,0
"shoulder",9,38,0
"shoulder",9,39,0
"shoulder",9,40,0
"shoulder",9,41,0
"shoulder",9,42,0
"shoulder",9,43,0
"shoulder",9,44,0
"shoulder",9,45,0
"shoulder",9,46,0
"shoulder",9,47,0
"shoulder",9,48,0
"shoulder",9,49,0
"shoulder",9,50,0
"shoulder",10,1,0
"shoulder",10,2,0
"shoulder",10,3,0
"shoulder",10,4,0
"shoulder",10,5,0
"shoulder",10,6,0
"shoulder",10,7,0
"shoulder",10,8,0
"shoulder",10,9,0
"shoulder",10,10,0
"shoulder",10,11,1
"shoulder",10,12,0
"shoulder",10,13,0
"shoulder",10,14,3
"shoulder",10,15,0
"shoulder",10,16,0
"shoulder",10,17,0
"shoulder",10,18,0
"shoulder",10,19,0
"shoulder",10,20,0
"shoulder",10,21,0
"shoulder",10,22,0
"shoulder",10,23,0
"shoulder",10,24,0
"shoulder",10,25,2
"shoulder",10,26,0
"shoulder",10,27,0
"shoulder",10,28,0
"shoulder",10,29,5
"shoulder",10,30,1
"shoulder",10,31,2
"shoulder",10,32,0
"shoulder",10,33,0
"shoulder",10,34,0
"shoulder",10,35,0
"shoulder",10,36,0
"shoulder",10,37,0
"shoulder",10,38,0
"shoulder",10,39,0
"shoulder",10,40,0
"shoulder",10,41,4
"shoulder",10,42,0
"shoulder",10,43,1
"shoulder",10,44,0
"shoulder",10,45,2
"shoulder",10,46,0
"shoulder",10,47,0
"shoulder",10,48,0
"shoulder",10,49,0
"shoulder",10,50,0
"belly",1,1,0
"belly",1,2,0
"belly",1,3,0
"belly",1,4,0
"belly",1,5,0
"belly",1,6,0
"belly",1,7,0
"belly",1,8,0
"belly",1,9,0
"belly",1,10,0
"belly",1,11,0
"belly",1,12,0
"belly",1,13,0
"belly",1,14,0
"belly",1,15,0
"belly",1,16,0
"belly",1,17,0
"belly",1,18,0
"belly",1,19,0
"belly",1,20,0
"belly",1,21,0
"belly",1,22,0
"belly",1,23,0
"belly",1,24,0
"belly",1,25,0
"belly",1,26,0
"belly",1,27,0
"belly",1,28,0
"belly",1,29,0
"belly",1,30,0
"belly",1,31,0
"belly",1,32,0
"belly",1,33,0
"belly",1,34,0
"belly",1,35,0
"belly",1,36,0
"belly",1,37,0
"belly",1,38,0
"belly",1,39,0
"belly",1,40,0
"belly",1,41,0
"belly",1,42,0
"belly",1,43,0
"belly",1,44,0
"belly",1,45,0
"belly",1,46,0
"belly",1,47,0
"belly",1,48,0
"belly",1,49,0
"belly",1,50,0
"belly",2,1,0
"belly",2,2,0
"belly",2,3,0
"belly",2,4,0
"belly",2,5,0
"belly",2,6,0
"belly",2,7,0
"belly",2,8,0
"belly",2,9,0
"belly",2,10,0
"belly",2,11,0
"belly",2,12,0
"belly",2,13,9
"belly",2,14,16
"belly",2,15,0
"belly",2,16,0
"belly",2,17,28
"belly",2,18,0
"belly",2,19,0
"belly",2,20,0
"belly",2,21,0
"belly",2,22,0
"belly",2,23,0
"belly",2,24,0
"belly",2,25,0
"belly",2,26,0
"belly",2,27,0
"belly",2,28,9
"belly",2,29,0
"belly",2,30,0
"belly",2,31,0
"belly",2,32,0
"belly",2,33,0
"belly",2,34,0
"belly",2,35,0
"belly",2,36,0
"belly",2,37,0
"belly",2,38,19
"belly",2,39,26
"belly",2,40,0
"belly",2,41,0
"belly",2,42,20
"belly",2,43,0
"belly",2,44,0
"belly",2,45,0
"belly",2,46,0
"belly",2,47,0
"belly",2,48,0
"belly",2,49,0
"belly",2,50,0
"belly",3,1,0
"belly",3,2,0
"belly",3,3,0
"belly",3,4,0
"belly",3,5,0
"belly",3,6,0
"belly",3,7,0
"belly",3,8,5
"belly",3,9,0
"belly",3,10,0
"belly",3,11,0
"belly",3,12,0
"belly",3,13,0
"belly",3,14,0
"belly",3,15,0
"belly",3,16,0
"belly",3,17,0
"belly",3,18,0
"belly",3,19,0
"belly",3,20,0
"belly",3,21,0
"belly",3,22,0
"belly",3,23,0
"belly",3,24,0
"belly",3,25,0
"belly",3,26,0
"belly",3,27,0
"belly",3,28,0
"belly",3,29,0
"belly",3,30,0
"belly",3,31,0
"belly",3,32,0
"belly",3,33,0
"belly",3,34,0
"belly",3,35,0
"belly",3,36,0
"belly",3,37,0
"belly",3,38,0
"belly",3,39,0
"belly",3,40,0
"belly",3,41,2
"belly",3,42,0
"belly",3,43,0
"belly",3,44,0
"belly",3,45,0
"belly",3,46,0
"belly",3,47,0
"belly",3,48,0
"belly",3,49,0
"belly",3,50,0
"belly",4,1,0
"belly",4,2,0
"belly",4,3,0
"belly",4,4,0
"belly",4,5,0
"belly",4,6,0
"belly",4,7,0
"belly",4,8,0
"belly",4,9,19
"belly",4,10,0
"belly",4,11,0
"belly",4,12,0
"belly",4,13,0
"belly",4,14,0
"belly",4,15,0
"belly",4,16,0
"belly",4,17,0
"belly",4,18,0
"belly",4,19,0
"belly",4,20,0
"belly",4,21,0
"belly",4,22,0
"belly",4,23,0
"belly",4,24,0
"belly",4,25,0
"belly",4,26,0
"belly",4,27,0
"belly",4,28,0
"belly",4,29,43
"belly",4,30,0
"belly",4,31,0
"belly",4,32,0
"belly",4,33,0
"belly",4,34,0
"belly",4,35,0
"belly",4,36,0
"belly",4,37,0
"belly",4,38,0
"belly",4,39,0
"belly",4,40,20
"belly",4,41,0
"belly",4,42,0
"belly",4,43,0
"belly",4,44,35
"belly",4,45,0
"belly",4,46,0
"belly",4,47,0
"belly",4,48,32
"belly",4,49,40
"belly",4,50,0
"belly",5,1,0
"belly",5,2,0
"belly",5,3,1
"belly",5,4,0
"belly",5,5,0
"belly",5,6,0
"belly",5,7,0
"belly",5,8,0
"belly",5,9,0
"belly",5,10,0
"belly",5,11,0
"belly",5,12,0
"belly",5,13,0
"belly",5,14,0
"belly",5,15,0
"belly",5,16,1
"belly",5,17,0
"belly",5,18,0
"belly",5,19,0
"belly",5,20,0
"belly",5,21,0
"belly",5,22,0
"belly",5,23,0
"belly",5,24,0
"belly",5,25,0
"belly",5,26,0
"belly",5,27,0
"belly",5,28,0
"belly",5,29,0
"belly",5,30,0
"belly",5,31,0
"belly",5,32,0
"belly",5,33,0
"belly",5,34,0
"belly",5,35,0
"belly",5,36,0
"belly",5,37,0
"belly",5,38,1
"belly",5,39,0
"belly",5,40,0
"belly",5,41,0
"belly",5,42,0
"belly",5,43,0
"belly",5,44,0
"belly",5,45,0
"belly",5,46,0
"belly",5,47,0
"belly",5,48,0
"belly",5,49,0
"belly",5,50,0
"belly",6,1,0
"belly",6,2,3
"belly",6,3,0
"belly",6,4,4
"belly",6,5,0
"belly",6,6,0
"belly",6,7,0
"belly",6,8,0
"belly",6,9,0
"belly",6,10,0
"belly",6,11,0
"belly",6,12,0
"belly",6,13,0
"belly",6,14,0
"belly",6,15,0
"belly",6,16,0
"belly",6,17,0
"belly",6,18,0
"belly",6,19,12
"belly",6,20,0
"belly",6,21,0
"belly",6,22,0
"belly",6,23,0
"belly",6,24,9
"belly",6,25,0
"belly",6,26,0
"belly",6,27,0
"belly",6,28,0
"belly",6,29,0
"belly",6,30,0
"belly",6,31,0
"belly",6,32,0
"belly",6,33,0
"belly",6,34,0
"belly",6,35,0
"belly",6,36,0
"belly",6,37,0
"belly",6,38,0
"belly",6,39,0
"belly",6,40,0
"belly",6,41,0
"belly",6,42,0
"belly",6,43,0
"belly",6,44,0
"belly",6,45,0
"belly",6,46,0
"belly",6,47,0
"belly",6,48,0
"belly",6,49,0
"belly",6,50,0
"belly",7,1,0
"belly",7,2,0
"belly",7,3,0
"belly",7,4,0
"belly",7,5,0
"belly",7,6,0
"belly",7,7,0
"belly",7,8,0
"belly",7,9,0
"belly",7,10,0
"belly",7,11,0
"belly",7,12,0
"belly",7,13,0
"belly",7,14,0
"belly",7,15,0
"belly",7,16,0
"belly",7,17,0
"belly",7,18,0
"belly",7,19,0
"belly",7,20,0
"belly",7,21,0
"belly",7,22,0
"belly",7,23,0
"belly",7,24,0
"belly",7,25,0
"belly",7,26,0
"belly",7,27,0
"belly",7,28,0
"belly",7,29,0
"belly",7,30,0
"belly",7,31,0
"belly",7,32,0
"belly",7,33,0
"belly",7,34,0
"belly",7,35,0
"belly",7,36,0
"belly",7,37,0
"belly",7,38,0
"belly",7,39,0
"belly",7,40,0
"belly",7,41,0
"belly",7,42,0
"belly",7,43,0
"belly",7,44,0
"belly",7,45,0
"belly",7,46,0
"belly",7,47,0
"belly",7,48,0
"belly",7,49,0
"belly",7,50,0
"belly",8,1,0
"belly",8,2,0
"belly",8,3,0
"belly",8,4,0
"belly",8,5,0
"belly",8,6,1
"belly",8,7,0
"belly",8,8,0
"belly",8,9,0
"belly",8,10,0
"belly",8,11,0
"belly",8,12,0
"belly",8,13,0
"belly",8,14,0
"belly",8,15,0
"belly",8,16,0
"belly",8,17,0
"belly",8,18,0
"belly",8,19,0
"belly",8,20,0
"belly",8,21,0
"belly",8,22,1
"belly",8,23,0
"belly",8,24,0
"belly",8,25,0
"belly",8,26,0
"belly",8,27,0
"belly",8,28,0
"belly",8,29,0
"belly",8,30,0
"belly",8,31,0
"belly",8,32,0
"belly",8,33,0
"belly",8,34,0
"belly",8,35,0
"belly",8,36,0
"belly",8,37,2
"belly",8,38,0
"belly",8,39,0
"belly",8,40,0
"belly",8,41,0
"belly",8,42,0
"belly",8,43,0
"belly",8,44,0
"belly",8,45,0
"belly",8,46,0
"belly",8,47,0
"belly",8,48,0
"belly",8,49,0
"belly",8,50,0
"belly",9,1,0
"belly",9,2,0
"belly",9,3,0
"belly",9,4,0
"belly",9,5,0
"belly",9,6,0
"belly",9,7,0
"belly",9,8,0
"belly",9,9,0
"belly",9,10,0
"belly",9,11,0
"belly",9,12,0
"belly",9,13,0
"belly",9,14,0
"belly",9,15,0
"belly",9,16,0
"belly",9,17,0
"belly",9,18,0
"belly",9,19,0
"belly",9,20,0
"belly",9,21,0
"belly",9,22,0
"belly",9,23,0
"belly",9,24,0
"belly",9,25,0
"belly",9,26,0
"belly",9,27,0
"belly",9,28,0
"belly",9,29,0
"belly",9,30,0
"belly",9,31,0
"belly",9,32,0
"belly",9,33,0
"belly",9,34,0
"belly",9,35,0
"belly",9,36,0
"belly",9,37,0
"belly",9,38,0
"belly",9,39,0
"belly",9,40,0
"belly",9,41,0
"belly",9,42,0
"belly",9,43,0
"belly",9,44,0
"belly",9,45,0
"belly",9,46,0
"belly",9,47,0
"belly",9,48,0
"belly",9,49,0
"belly",9,50,0
"belly",10,1,0
"belly",10,2,0
"belly",10,3,0
"belly",10,4,0
"belly",10,5,0
"belly",10,6,0
"belly",10,7,0
"belly",10,8,0
"belly",10,9,0
"belly",10,10,0
"belly",10,11,0
"belly",10,12,0
"belly",10,13,0
"belly",10,14,0
"belly",10,15,0
"belly",10,16,0
"belly",10,17,0
"belly",10,18,0
"belly",10,19,0
"belly",10,20,0
"belly",10,21,0
"belly",10,22,0
"belly",10,23,0
"belly",10,24,0
"belly",10,25,1
"belly",10,26,0
"belly",10,27,0
"belly",10,28,0
"belly",10,29,1
"belly",10,30,0
"belly",10,31,0
"belly",10,32,0
"belly",10,33,0
"belly",10,34,0
"belly",10,35,0
"belly",10,36,0
"belly",10,37,0
"belly",10,38,0
"belly",10,39,0
"belly",10,40,0
"belly",10,41,2
"belly",10,42,0
"belly",10,43,0
"belly",10,44,0
"belly",10,45,0
"belly",10,46,0
"belly",10,47,0
"belly",10,48,0
"belly",10,49,0
"belly",10,50,0
"loin",1,1,0
"loin",1,2,0
"loin",1,3,0
"loin",1,4,0
"loin",1,5,0
"loin",1,6,0
"loin",1,7,0
"loin",1,8,0
"loin",1,9,0
"loin",1,10,0
"loin",1,11,0
"loin",1,12,0
"loin",1,13,0
"loin",1,14,0
"loin",1,15,1
"loin",1,16,0
"loin",1,17,0
"loin",1,18,0
"loin",1,19,0
"loin",1,20,0
"loin",1,21,2
"loin",1,22,0
"loin",1,23,0
"loin",1,24,0
"loin",1,25,1
"loin",1,26,2
"loin",1,27,0
"loin",1,28,0
"loin",1,29,0
"loin",1,30,0
"loin",1,31,0
"loin",1,32,0
"loin",1,33,0
"loin",1,34,0
"loin",1,35,0
"loin",1,36,0
"loin",1,37,0
"loin",1,38,0
"loin",1,39,0
"loin",1,40,0
"loin",1,41,1
"loin",1,42,0
"loin",1,43,0
"loin",1,44,0
"loin",1,45,0
"loin",1,46,0
"loin",1,47,0
"loin",1,48,0
"loin",1,49,0
"loin",1,50,0
"loin",2,1,0
"loin",2,2,0
"loin",2,3,0
"loin",2,4,0
"loin",2,5,0
"loin",2,6,1
"loin",2,7,0
"loin",2,8,0
"loin",2,9,0
"loin",2,10,1
"loin",2,11,0
"loin",2,12,0
"loin",2,13,115
"loin",2,14,126
"loin",2,15,0
"loin",2,16,0
"loin",2,17,131
"loin",2,18,0
"loin",2,19,0
"loin",2,20,0
"loin",2,21,0
"loin",2,22,0
"loin",2,23,0
"loin",2,24,0
"loin",2,25,1
"loin",2,26,0
"loin",2,27,0
"loin",2,28,126
"loin",2,29,0
"loin",2,30,0
"loin",2,31,0
"loin",2,32,0
"loin",2,33,0
"loin",2,34,0
"loin",2,35,0
"loin",2,36,0
"loin",2,37,0
"loin",2,38,125
"loin",2,39,136
"loin",2,40,0
"loin",2,41,0
"loin",2,42,119
"loin",2,43,0
"loin",2,44,1
"loin",2,45,0
"loin",2,46,0
"loin",2,47,0
"loin",2,48,0
"loin",2,49,0
"loin",2,50,0
"loin",3,1,0
"loin",3,2,0
"loin",3,3,0
"loin",3,4,0
"loin",3,5,0
"loin",3,6,0
"loin",3,7,0
"loin",3,8,92
"loin",3,9,0
"loin",3,10,0
"loin",3,11,0
"loin",3,12,0
"loin",3,13,0
"loin",3,14,0
"loin",3,15,0
"loin",3,16,0
"loin",3,17,0
"loin",3,18,78
"loin",3,19,0
"loin",3,20,38
"loin",3,21,1
"loin",3,22,27
"loin",3,23,0
"loin",3,24,28
"loin",3,25,0
"loin",3,26,0
"loin",3,27,0
"loin",3,28,0
"loin",3,29,0
"loin",3,30,0
"loin",3,31,0
"loin",3,32,0
"loin",3,33,69
"loin",3,34,49
"loin",3,35,0
"loin",3,36,0
"loin",3,37,0
"loin",3,38,0
"loin",3,39,1
"loin",3,40,0
"loin",3,41,85
"loin",3,42,1
"loin",3,43,0
"loin",3,44,0
"loin",3,45,0
"loin",3,46,0
"loin",3,47,0
"loin",3,48,0
"loin",3,49,0
"loin",3,50,0
"loin",4,1,3
"loin",4,2,0
"loin",4,3,0
"loin",4,4,0
"loin",4,5,0
"loin",4,6,4
"loin",4,7,0
"loin",4,8,0
"loin",4,9,127
"loin",4,10,0
"loin",4,11,0
"loin",4,12,0
"loin",4,13,0
"loin",4,14,0
"loin",4,15,0
"loin",4,16,0
"loin",4,17,0
"loin",4,18,0
"loin",4,19,0
"loin",4,20,0
"loin",4,21,0
"loin",4,22,0
"loin",4,23,0
"loin",4,24,3
"loin",4,25,0
"loin",4,26,4
"loin",4,27,9
"loin",4,28,0
"loin",4,29,144
"loin",4,30,0
"loin",4,31,0
"loin",4,32,0
"loin",4,33,0
"loin",4,34,2
"loin",4,35,0
"loin",4,36,0
"loin",4,37,0
"loin",4,38,0
"loin",4,39,0
"loin",4,40,135
"loin",4,41,0
"loin",4,42,0
"loin",4,43,0
"loin",4,44,135
"loin",4,45,2
"loin",4,46,0
"loin",4,47,0
"loin",4,48,138
"loin",4,49,141
"loin",4,50,0
"loin",5,1,2
"loin",5,2,6
"loin",5,3,43
"loin",5,4,4
"loin",5,5,16
"loin",5,6,4
"loin",5,7,0
"loin",5,8,27
"loin",5,9,4
"loin",5,10,0
"loin",5,11,9
"loin",5,12,0
"loin",5,13,35
"loin",5,14,8
"loin",5,15,43
"loin",5,16,65
"loin",5,17,5
"loin",5,18,0
"loin",5,19,0
"loin",5,20,12
"loin",5,21,20
"loin",5,22,4
"loin",5,23,41
"loin",5,24,0
"loin",5,25,0
"loin",5,26,2
"loin",5,27,4
"loin",5,28,0
"loin",5,29,0
"loin",5,30,10
"loin",5,31,5
"loin",5,32,19
"loin",5,33,74
"loin",5,34,13
"loin",5,35,7
"loin",5,36,21
"loin",5,37,11
"loin",5,38,67
"loin",5,39,0
"loin",5,40,67
"loin",5,41,13
"loin",5,42,1
"loin",5,43,8
"loin",5,44,41
"loin",5,45,37
"loin",5,46,0
"loin",5,47,12
"loin",5,48,4
"loin",5,49,14
"loin",5,50,15
"loin",6,1,3
"loin",6,2,91
"loin",6,3,1
"loin",6,4,100
"loin",6,5,66
"loin",6,6,0
"loin",6,7,1
"loin",6,8,0
"loin",6,9,0
"loin",6,10,21
"loin",6,11,0
"loin",6,12,0
"loin",6,13,0
"loin",6,14,0
"loin",6,15,0
"loin",6,16,0
"loin",6,17,0
"loin",6,18,34
"loin",6,19,118
"loin",6,20,0
"loin",6,21,0
"loin",6,22,0
"loin",6,23,32
"loin",6,24,113
"loin",6,25,0
"loin",6,26,0
"loin",6,27,1
"loin",6,28,0
"loin",6,29,23
"loin",6,30,0
"loin",6,31,0
"loin",6,32,0
"loin",6,33,0
"loin",6,34,0
"loin",6,35,0
"loin",6,36,1
"loin",6,37,0
"loin",6,38,2
"loin",6,39,0
"loin",6,40,0
"loin",6,41,0
"loin",6,42,0
"loin",6,43,0
"loin",6,44,0
"loin",6,45,0
"loin",6,46,0
